Name	Address	Street_1	Street_2	Zip	Lat	Long	Class	State	County	City	Playground	Pools	Tennis	Baseball	Basketball	Playing	Acreage	Dog	Ice	Notes
Victory Park	437 Winthrop St			02155			Urban	MA	Middlesex	Medford	1		1		1	1	12			
Wright’s Pond	162 Elm St			02155			Urban	MA	Middlesex	Medford							148			
Bowden Park		W Emerson St	Vinton St	02176			Urban	MA	Middlesex	Melrose										
Colby Park		Lynn Fells	Larchmont Rd	02176			Urban	MA	Middlesex	Melrose										
Conant Field					42.456497	-71.079247	Urban	MA	Middlesex	Melrose	1			1	1					Coordinates
Crystal St Tennis Courts		Crystal St	Lynn Fells Pkwy	02176			Urban	MA	Middlesex	Melrose			1							
DesForges Park		Crystal St	Melrose St	02176			Urban	MA	Middlesex	Melrose										
Drinkwater Tot Lot		Ellis Farm Lane	Porter St	02176			Urban	MA	Middlesex	Melrose	1									
Dunton Park		Franklin St	Pratt St	02176			Urban	MA	Middlesex	Melrose	1									
ElI Pond Park		Main St	Lebanon St	02176			Urban	MA	Middlesex	Melrose										
Foss Park		Lynde St	Malvern St	02176			Urban	MA	Middlesex	Melrose	1			1	1					
Franklin Field		Greenleaf Pl	Franklin St	02176			Urban	MA	Middlesex	Melrose	1					1				
Fred Green Field	360 Lynn Fells Pkwy			02176			Urban	MA	Middlesex	Melrose						1				
Gooch Park		Maple St	Florence St	02176			Urban	MA	Middlesex	Melrose	1				1					
Hesseltine Park		Ruggles St	Hesseltine Ave	02176			Urban	MA	Middlesex	Melrose	1			1	1					
Knoll Soccer Complex					42.462513	-71.06692	Urban	MA	Middlesex	Melrose						1				Coordinates
Lebanon Park		Lebanon St	Sylvan St	02176			Urban	MA	Middlesex	Melrose	1			1	1					
Lewis Monk Field					42.461799	-71.069154	Urban	MA	Middlesex	Melrose				1	1					Coordinates
Lincoln Park	80 W Wyoming Ave			02176			Urban	MA	Middlesex	Melrose	1			1	1					
Livermore Park		Upham St	Felton Pl	02176			Urban	MA	Middlesex	Melrose	1				1					
Lyons Courts					42.462539	-71.069055	Urban	MA	Middlesex	Melrose			1							Coordinates
Mary Foley Park		Grove St	Myrtle St	02176			Urban	MA	Middlesex	Melrose										
Melrose Common		E Foster St	Larrabee St	02176			Urban	MA	Middlesex	Melrose	1			1	1	1				
Messengers Field					42.465899	-71.070353	Urban	MA	Middlesex	Melrose	1			1	1					Coordinates
Milano Park		Main St	Grove St	02176			Urban	MA	Middlesex	Melrose										
Morelli Field					42.463272	-71.069017	Urban	MA	Middlesex	Melrose				1						Coordinates
Poplar Island		Poplar St	Prospect St	02176			Urban	MA	Middlesex	Melrose										
Warren Park		Warren St	Melrose St	02176			Urban	MA	Middlesex	Melrose	1									
Bennett-Hemenway School	22 East Evergreen Rd			01760			Urban	MA	Middlesex	Natick	1			1	1	1				
Brown School	1 Jean Burke St			01760			Urban	MA	Middlesex	Natick	1			1	1	1				
Coolidge Field/Woods		Chester St	Lincoln St Ext	01760			Urban	MA	Middlesex	Natick				1	1	1				
East Natick School					42.303876	-71.3	Urban	MA	Middlesex	Natick	1		1	1	1					Coordinates
Grove Park		Pleasant St	Merrill Rd	01760			Urban	MA	Middlesex	Natick										
Henry Wilson Memorial		Mill St	W Central St	01760			Urban	MA	Middlesex	Natick										
Hunnewell Fields	24 Pleasant St S			01760			Urban	MA	Middlesex	Natick	1			1						
John J. Lane Park	185 Speen St			01760			Urban	MA	Middlesex	Natick						1				
Johnson School	99 South Main St			01760			Urban	MA	Middlesex	Natick	1			1		1				
Kennedy Middle School	1 Philip J Lucier Dr			01760			Urban	MA	Middlesex	Natick					1	1				
Lilja School	41 Bacon St			01760			Urban	MA	Middlesex	Natick	1			1	1	1				
Loker Park		Walnut St	Bacon St	01760			Urban	MA	Middlesex	Natick	1				1	1				
Mary Bunker Community Park		N Main St	Rutledge Rd	01760			Urban	MA	Middlesex	Natick						1				
Memorial Beach (Dug Pond)					42.274395	-71.4	Urban	MA	Middlesex	Natick	1									Coordinates
Memorial School	107 Eliot St			01760			Urban	MA	Middlesex	Natick	1		1	1	1					
Natick High School	15 West St			01760			Urban	MA	Middlesex	Natick			1	1	1	1				
Navy Yard Field	41 Washington Ave			01760			Urban	MA	Middlesex	Natick	1			1	1	1				
NHS Fields		West St	Redmen Dr	01760			Urban	MA	Middlesex	Natick				1		1				
Sargent Field	17 Oak St			01760			Urban	MA	Middlesex	Natick				1		1				
Shaw Park	53 Eliot St			01760			Urban	MA	Middlesex	Natick										
South Natick Dam Park		Mill Ln	Pleasant St S	01760			Urban	MA	Middlesex	Natick										
South Natick Multi-Purpose Area	23 Pleasant St S			01760			Urban	MA	Middlesex	Natick					1	1				
Town Common		E Central St	S Main St	01760			Urban	MA	Middlesex	Natick										
West Hill Park		W Hill Park	Mill St	01760			Urban	MA	Middlesex	Natick				1						
Wilson Middle School	22 Rutledge Rd			01760			Urban	MA	Middlesex	Natick				1	1	1				
Angier School	1697 Beacon St			02468			Urban	MA	Middlesex	Newton	1									
Auburndale Playground / The Cove		W Pine St	Edgewater Park	02466			Urban	MA	Middlesex	Newton	1		1	1	1	1	29.9			
Boyd Park	Jackson Rd			02458			Urban	MA	Middlesex	Newton	1			1	1	1	4.8			
Brown & Oak Hill School Playgrounds		Wheeler Rd	Sharpe Rd	02459			Urban	MA	Middlesex	Newton				1		1	11.3			
Bullough's Pond		Commonwealth Ave	Walnut St	02460			Urban	MA	Middlesex	Newton							1.4			
Burr Park	136 Park St			02458			Urban	MA	Middlesex	Newton	1		1	1	1	1	5.1			
Burr School	171 Pine St			02466			Urban	MA	Middlesex	Newton	1		1	1	1	1	10			
Cabot Park	101 Eastside Pkwy			02458			Dog	MA	Middlesex	Newton			1		1			1		
Captain Ryan Park		Washington St	Cherry St	02465			Urban	MA	Middlesex	Newton							0.5			
Carleton Park		Carleton St	Pearl St	02458			Urban	MA	Middlesex	Newton	1						0.1			
Carr School Playground	225 Nevada St			02460			Urban	MA	Middlesex	Newton	1			1	1		7.8			
Chaffin Park		Vernon St	Centre St	02458			Urban	MA	Middlesex	Newton							0.75			
Charlesbank Playground		Nonantum Pl	Charlesbank Rd	02458			Urban	MA	Middlesex	Newton	1						0.5			
Claflin Playground					42.341323	-71.2119	Dog	MA	Middlesex	Newton						1	1.2	1		Coordinates
Cold Springs Park	1198 Beacon St			02461			Dog	MA	Middlesex	Newton			1	1	1	1	65	1		
Coletti-Magni Park		Watertown St	Bridge St	02458			Urban	MA	Middlesex	Newton							0.46			
Countryside School Playground	191 Dedham St			02461			Urban	MA	Middlesex	Newton	1			1	1	1	2			
Crystal Lake	230 Lake Ave			02459			Urban	MA	Middlesex	Newton							2			
Edmand's Park		Blake St	Mill St	02459			Urban	MA	Middlesex	Newton							32.6			
Elmwood Park		Lowell Ave	Highland Ave	02465			Urban	MA	Middlesex	Newton							1.5			
Farlow Park		Eldredge St	Church St	02458			Urban	MA	Middlesex	Newton	1			1	1	1	5			
Franklin School	125 Derby St			02465			Urban	MA	Middlesex	Newton	1			1	1		2.7			
Gath Memorial Pool	256 Albermale Rd			02460			Urban	MA	Middlesex	Newton		1								
Hunnewell Park					42.356853	-71.1717	Dog	MA	Middlesex	Newton	1			1		1	4.6	1		Coordinates
Hyde Playground		Lincoln St	Bowdon St	02461			Urban	MA	Middlesex	Newton	1			1		1	1			
Joanne C. Pellegrini Park	11 Hawthorn St			02458			Urban	MA	Middlesex	Newton	1		1	1		1	4.2			
John W. Weeks Playground		Hereward Rd	Locksley Rd	02459			Urban	MA	Middlesex	Newton	1		1	1		1	11.1			
Kennard Park					42.312783	-71.1795	Urban	MA	Middlesex	Newton							14			Coordinates
Lowell Park		Waterton St	Walnut St	02460			Urban	MA	Middlesex	Newton							0.6			
Lower Falls Playground (Hamilton Playground)		Pine Grove Ave	Cornell St	02462			Urban	MA	Middlesex	Newton	1		1	1	1	1	4.3			
Lyons Playground		Commonwealth Ave	Islington Rd	02466			Urban	MA	Middlesex	Newton				1			29.9			
Mason Rice School	149 Pleasant St			02459			Urban	MA	Middlesex	Newton	1				1	1	4			
Memorial Spaulding School	250 Brookline St			02459			Urban	MA	Middlesex	Newton	1			1	1	1	2			
Nahanton Park	455 Nahanton St			02459			Urban	MA	Middlesex	Newton				1		1	57			
Newton Center Green		Centre St	Langley Rd	02459			Urban	MA	Middlesex	Newton							2			
Newton Centre Playground	81 Tyler Terr			02459			Dog	MA	Middlesex	Newton	1		1	1	1	1	17.9	1		
Newton Highlands Playground		Dedham St	Upland Ave	02461			Urban	MA	Middlesex	Newton	1		1	1	1	1	12.6			
Newton North High School	425 Walnut St			02460			Urban	MA	Middlesex	Newton			1	1		1	18.4			
Newton South High School	140 Brandeis Rd			02459			Urban	MA	Middlesex	Newton			1	1	1	1	7			
Newton Veterans Memorial Park		Washington St	Lewis Terr	02458			Urban	MA	Middlesex	Newton							0.1			
Peirce School	170 Temple Ste			02465			Urban	MA	Middlesex	Newton	1			1	1	1	2			
Reverend Ford Playground		Crescent St	Robinhood St	02465			Urban	MA	Middlesex	Newton	1						2			
Richard J. Forte Park	235 California St			02458			Urban	MA	Middlesex	Newton	1			1	1	1	6			
Richard J. McGrath Park	1600 Washington St			02465			Dog	MA	Middlesex	Newton	1		1	1		1	10.1	1		
Richardson Playground		Allen Ave	Pine Ridge Rd	02468			Urban	MA	Middlesex	Newton	1			1		1	5.4			
River Street Playground		River St	Smith Ct	02465			Urban	MA	Middlesex	Newton	1						0.5			
Russ Halloran Sports Complex (Albemarle Park)	250 Albemarle Rd			02460			Urban	MA	Middlesex	Newton			1		1		24.9			
Solomon Schecter Playground (Memorial Playground)	60 Stein Cir			02459			Urban	MA	Middlesex	Newton	1		1	1	1	1	3			
Spears Park		Washington St	Walnut Park	02458			Urban	MA	Middlesex	Newton							0.25			
Stearns Park	54 Jasset St			02458			Urban	MA	Middlesex	Newton	1		1	1	1		3.4			
Thompsonville Playground and Bowen Field	280 Cypress St			02459			Urban	MA	Middlesex	Newton	1			1	1	1	8.8			
Tom Torchia Playgroung and Davis Playground		Watertown St	Eden St	02465			Urban	MA	Middlesex	Newton	1			1	1	1	2			
Upper Falls Playground (Officer Bobby Braceland Playground)		Pennsylvania Ave	Chestnut St	02464			Dog	MA	Middlesex	Newton	1		1	1	1	1	8.8	1		
Waban Playground		Manitoba Rd	Beacon St	02468			Urban	MA	Middlesex	Newton	1		1	1	1		4.7			
Ward School Playground and Ward Park	10 Dolphin Rd			02459			Urban	MA	Middlesex	Newton	1		1	1	1	1	6.6			
Warren Lincoln Playground		Montclair St	Moffat Rd	02468			Urban	MA	Middlesex	Newton	1			1		1	5.4			
Warren Street Playground					42.32913	-71.1833	Urban	MA	Middlesex	Newton										Coordinates
Washington Park		Washington Park	Harvard St	02460			Urban	MA	Middlesex	Newton							1			
Wellington Street Playground		Kilburn Rd	Henshaw Pl	02465			Urban	MA	Middlesex	Newton	1		1		1	1	1.9			
West Newton Commons		Elm Rd	Webster St	02465			Urban	MA	Middlesex	Newton	1			1		1	3.7			
Williams School Playground	141 Grove St			02466			Urban	MA	Middlesex	Newton	1			1	1		1.1			
Zervas School	30 Beethoven St			02468			Urban	MA	Middlesex	Newton	1				1	1	1			
Benevento Park	251 Central St			01864			Urban	MA	Middlesex	North Reading				1			10.6			
Chestnut Street Complex Maguire Field	168 Chestnut St			01864			Urban	MA	Middlesex	North Reading	1			1	1	1	4.5			
Clarke Park	61 Burroughs Rd			01864			Urban	MA	Middlesex	North Reading	1				1	1	1.7			
High School Arthur J. Kenney Field	191 Park St			01864			Urban	MA	Middlesex	North Reading						1	2.7			
Hood, JT School Field   	298 Haverhill St			01864			Urban	MA	Middlesex	North Reading				1			15.6			
Ipswich River Park	15 Central St			01864			Urban	MA	Middlesex	North Reading	1		1	1	1	1	49.9			
Little School Complex	7 Barberry Lane			01864			Urban	MA	Middlesex	North Reading							13.4			
Middle School Complex	19 Sherman Rd			01864			Urban	MA	Middlesex	North Reading			1	1		1	43.4			
Murphy Field	235 North St			01864			Urban	MA	Middlesex	North Reading				1			10.5			
Rita J. Mullin Field	96 Lowell St			01864			Urban	MA	Middlesex	North Reading				1			9.5			
Bartelson Fields Athletic Complex	11 Jersey St			01463			Urban	MA	Middlesex	Pepperell				1						
Comiskey Fields	14 Hollis St			01463			Urban	MA	Middlesex	Pepperell						1				
Kennedy Fields		Crescent St	Main St	01463			Urban	MA	Middlesex	Pepperell						1				
Nissitissit Middle School Fields and Glow Fields	33 Chace Ave			01463			Urban	MA	Middlesex	Pepperell				1		1				
Town Field		Hollis St	Franklin St	01463			Urban	MA	Middlesex	Pepperell	1			1	1	1				
Varnum Brook School Fields	10 Hollis St			01463			Urban	MA	Middlesex	Pepperell			1	1		1				
Barrows Elementary School Field	16 Edgemont Ave			01867			Urban	MA	Middlesex	Reading	1		1	1	1	1				
Coolidge Middle School Field	89 Birch Meadow Dr			01867			Urban	MA	Middlesex	Reading						1				
Hunt Park		Pleasant St	Eaton St	01867			Urban	MA	Middlesex	Reading	1			1						
Joshua Eaton Elementary School Field	365 Summer Ave			01867			Urban	MA	Middlesex	Reading	1			1		1				
Killam Elementary School Field	333 Charles St			01867			Urban	MA	Middlesex	Reading	1			1	1	1				
Longwood Park		Pearl St	Belmont St	01867			Urban	MA	Middlesex	Reading						1				
Memorial Park		Charles St	Harrison St	01867			Urban	MA	Middlesex	Reading	1					1				
Reading Memorial High School	62 Oakland Rd			01867			Urban	MA	Middlesex	Reading						1				
Sturges Park	South St			01867			Urban	MA	Middlesex	Reading			1	1	1	1				
Symonds Way Field	Symonds Way			01867			Urban	MA	Middlesex	Reading				1		1				
Washington Park	Washington St			01867			Urban	MA	Middlesex	Reading			1	1	1					
Wood End Elementary School Field	85 Sunset Rock Ln			01867			Urban	MA	Middlesex	Reading						1				
Birch Meadow Complex w/ Castine and Morton Fields		Bancroft Ave	Hartshorn St	01867			Urban	MA	Middlesex	Reading 	1		1	1	1	1				
Collins Field at Parker Middle School	45 Temple St			01867			Urban	MA	Middlesex	Reading 						1				
Fessenden Fields		Western Ave	Pleasant St	01770			Urban	MA	Middlesex	Sherborn				1		1	27			
Jamison Fields		Eliot St	Pine Hill Ln	01770			Urban	MA	Middlesex	Sherborn	1		1	1			167			
Laurel Farm Fields	139 N Main St			01770			Urban	MA	Middlesex	Sherborn				1		1	32			
Pine Hill Elementary School	10 Pine Hill Ln			01770			Urban	MA	Middlesex	Sherborn	1				1	1	10.7			
Benjamin Park	93 Benjamin Rd			01464			Urban	MA	Middlesex	Shirley	1	1								
Parker Rd Fields (Center School Fields)	9 Parker Rd			01464			Urban	MA	Middlesex	Shirley	1					1				
Shirley Middle School Field		Front St	Hospital Rd	01464			Urban	MA	Middlesex	Shirley				1		1				
Whitley Memorial Park		Front St	Whiteley St	01464			Urban	MA	Middlesex	Shirley										
Wilde Rd Fields		Wilde Rd	Shaker Rd	01464			Urban	MA	Middlesex	Shirley						1				
111 South Street	111 South St						Dog	MA	Middlesex	Somerville	1						0.36	1		Future Park
Albion Playground		Albion St	Lowell St				Urban	MA	Middlesex	Somerville	1				1	1	0.87			
Assembly Square Park	Assembly Square						Urban	MA	Middlesex	Somerville										
Bailey Park		Lowell St	Brastow St				Dog	MA	Middlesex	Somerville							0.39	1		
Brown School Community Playground	201 Willow Ave						Urban	MA	Middlesex	Somerville	1				1		0.22			
Central Hill Park/Somerville High School		Highland Ave	Vinal Ave				Urban	MA	Middlesex	Somerville	1						8.94			
Conway Park		Somerville Ave	Bleachery Ct				Urban	MA	Middlesex	Somerville	1			1	1	1	5.66			
Corbett-McKenna Park		Prospect Hill Ave	Munroe St				Urban	MA	Middlesex	Somerville	1				1		0.61			
Cummings School Community Playground	93 School St						Urban	MA	Middlesex	Somerville	1				1		0.41			
Dickerman Playground		Kimball St	Craigie St				Urban	MA	Middlesex	Somerville	1				1		0.41			
East Somerville School Community Playground	115 Pearl St						Urban	MA	Middlesex	Somerville	1				1		1.4			
Edgerly Education Center	8 Bonair St						Urban	MA	Middlesex	Somerville							0.1			
Edward Leathers Community Park		Walnut St	Gilman St				Dog	MA	Middlesex	Somerville	1						0.71	1		
Florence Playground	23 Florence St						Urban	MA	Middlesex	Somerville	1				1		0.26			
Glen Park/James McCarthy Field	150 Glen St						Urban	MA	Middlesex	Somerville	1				1	1	2.34			
Grimmons Park	87 Governor Winthrop Rd						Urban	MA	Middlesex	Somerville	1				1		0.46			
Harris Playground		Cross St E	Pennsylvania Ave				Urban	MA	Middlesex	Somerville	1				1		0.29			
Healey School Community Playground	5 Meacham St						Urban	MA	Middlesex	Somerville	1		1		1	1	0.16			
Henry Hansen Memorial Park		Medford Ave	Partridge Ave				Urban	MA	Middlesex	Somerville							0.06			
Highland Road Gardens		Community Path	Highland Rd				Urban	MA	Middlesex	Somerville							0.21			
Hodgkins-Curtin Park		Holland St	Paulina St				Urban	MA	Middlesex	Somerville	1			1			1.5			
Hoyt-Sullivan Playground	115 Central St						Urban	MA	Middlesex	Somerville	1				1		0.52			
Kennedy School Community Playground	5 Cherry St						Urban	MA	Middlesex	Somerville	1	1			1		0.5			
Kenney Park		Highland Ave	Grove St				Urban	MA	Middlesex	Somerville	1				1		0.3			
Lexington Park		Lexington St	Hancock St				Urban	MA	Middlesex	Somerville	1				1		0.31			
Lincoln Park and Argenziano School Playground		Wyatt St	Perry St				Urban	MA	Middlesex	Somerville	1			1	1	1	9.36			
Marshall Street Playground		Marshall St	Mortimore Pl				Urban	MA	Middlesex	Somerville	1						0.24			
Morse-Kelley Playground		Craigie St	Summer St				Urban	MA	Middlesex	Somerville	1				1	1	0.45			
Nathan Tufts Park (Powderhouse Park)		Liberty Ave	Broadway				Dog	MA	Middlesex	Somerville			1			1	4.3	1		
North Street/Veterans Playground		North St	Broadway				Urban	MA	Middlesex	Somerville	1				1		0.22			
Nunziato Field and Dog Park		Summer St	Vinal Ave				Dog	MA	Middlesex	Somerville						1	1.1	1		
Osgood Park		Osgood St	Granite St				Dog	MA	Middlesex	Somerville	1						0.27	1		
Otis Playground		Otis St	Dana St				Urban	MA	Middlesex	Somerville	1						0.1			
Palmacci Playground		Hanson Ave	Skehan St				Dog	MA	Middlesex	Somerville	1						0.08	1		
Paul Revere Park		Broadway	Main St				Urban	MA	Middlesex	Somerville							0.02			
Perkins Playground		Perkins St	Perkins Pl				Urban	MA	Middlesex	Somerville	1				1		0.15			
Perry Park		Washington St	Magnus Ave				Dog	MA	Middlesex	Somerville	1						1.25	1		
Powderhouse Community School Playground		Broadway	Packard Ave				Urban	MA	Middlesex	Somerville	1				1		1.03			
Prospect Hill Park		Prospect Hill Ave	Munroe St				Dog	MA	Middlesex	Somerville							2.1	1		
Quincy Street Lot	14 Quincy St						Dog	MA	Middlesex	Somerville							0.11	1		
Seven Hills Park		Meacham Rd	Dover St				Dog	MA	Middlesex	Somerville							0.69	1		
Somerville Junction Park		Woodbine St	Centre St				Urban	MA	Middlesex	Somerville							0.5			
Stone Place Park		Stone Pl	Stone Ave				Urban	MA	Middlesex	Somerville							0.12			
Trum Field		Broadway	Cedar St				Urban	MA	Middlesex	Somerville	1			1	1		4.78			
Trum Playground		Cedar St	Franey Rd				Urban	MA	Middlesex	Somerville	1						0.46			
Walnut Street Park		Walnut St	Giles Park				Urban	MA	Middlesex	Somerville	1						0.22			
West Somerville Neighborhood School Playground	177 Powderhouse Blvd						Urban	MA	Middlesex	Somerville	1				1		0.2			
Winter Hill School Community Playground	115 Sycamore St						Urban	MA	Middlesex	Somerville	1				1		0.98			
